Model_ID,Brand_ID,Model_Name,Year
0,0,500,2008.0
1,0,595,2017.0
2,1,MDX,2013.0
3,1,RDX,2012.0
4,1,RL,2009.0
5,1,RLX,2013.0
6,1,RLX,2016.0
7,1,TL,2009.0
8,1,TL,2010.0
9,1,TSX,2009.0
10,1,TSX,2010.0
11,1,TSX,2011.0
12,3,147,2008.0
13,3,159,2008.0
14,3,159,2008.0
15,3,4C,2014.0
16,3,Giulia,2017.0
17,3,Giulia,2017.0
18,3,Giulia,2018.0
19,3,Giulietta,2010.0
20,3,Giulietta,2011.0
21,3,Giulietta,2012.0
22,3,Giulietta,2012.0
23,3,Giulietta,2018.0
24,3,Giulietta,2018.0
25,3,GT,2008.0
26,3,MiTo,2008.0
27,3,MiTo,2009.0
28,3,MiTo,2010.0
29,3,Stelvio,2017.0
30,3,Stelvio,2017.0
31,4,B7,2011.0
32,5,Rapide,2013.0
33,6,A1,2010.0
34,6,A1,2014.0
35,6,A1,2018.0
36,6,A1,2018.0
37,6,A3,2008.0
38,6,A3,2009.0
39,6,A3,2010.0
40,6,A3,2010.0
41,6,A3,2011.0
42,6,A3,2012.0
43,6,A3,2012.0
44,6,A3,2013.0
45,6,A3,2013.0
46,6,A3,2014.0
47,6,A3,2014.0
48,6,A3,2014.0
49,6,A3,2016.0
50,6,A3,2016.0
51,6,A3,2016.0
52,6,A3,2018.0
53,6,A3,2018.0
54,6,A4,2008.0
55,6,A4,2008.0
56,6,A4,2008.0
57,6,A4,2009.0
58,6,A4,2011.0
59,6,A4,2011.0
60,6,A4,2012.0
61,6,A4,2012.0
62,6,A4,2012.0
63,6,A4,2014.0
64,6,A4,2014.0
65,6,A4,2014.0
66,6,A4,2015.0
67,6,A4,2015.0
68,6,A4,2016.0
69,6,A4,2016.0
70,6,A4,2017.0
71,6,A5,2008.0
72,6,A5,2009.0
73,6,A5,2010.0
74,6,A5,2010.0
75,6,A5,2012.0
76,6,A5,2016.0
77,6,A5,2018.0
78,6,A6,2009.0
79,6,A6,2009.0
80,6,A6,2010.0
81,6,A6,2010.0
82,6,A6,2011.0
83,6,A6,2011.0
84,6,A6,2011.0
85,6,A6,2012.0
86,6,A6,2012.0
87,6,A6,2015.0
88,6,A6,2015.0
89,6,A6,2016.0
90,6,A6,2016.0
91,6,A6,2016.0
92,6,A6,2016.0
93,6,A6,2017.0
94,6,A6,2017.0
95,6,A6,2017.0
96,6,A6,2017.0
97,6,A7,2011.0
98,6,A8,2008.0
99,6,A8,2010.0
100,6,A8,2010.0
101,6,A8,2011.0
102,6,A8,2012.0
103,6,A8,2014.0
104,6,Q2,2017.0
105,6,Q2,2018.0
106,6,Q2,2018.0
107,6,Q3,2011.0
108,6,Q3,2015.0
109,6,Q3,2016.0
110,6,Q3,2016.0
111,6,Q3,2018.0
112,6,Q3 RS,2015.0
113,6,Q5,2008.0
114,6,Q5,2009.0
115,6,Q5,2009.0
116,6,Q5,2011.0
117,6,Q5,2012.0
118,6,Q5,2012.0
119,6,Q5,2014.0
120,6,Q5,2014.0
121,6,Q5,2014.0
122,6,Q5,2016.0
123,6,Q5,2017.0
124,6,Q5,2017.0
125,6,Q5,2017.0
126,6,Q5,2018.0
127,6,Q7,2010.0
128,6,Q7,2015.0
129,6,Q7,2016.0
130,6,Q7,2017.0
131,6,R8,2009.0
132,6,R8,2010.0
133,6,R8,2016.0
134,6,R8,2017.0
135,6,R8,2017.0
136,6,RS4,2008.0
137,6,RS5,2012.0
138,6,RS5,2017.0
139,6,RS7,2017.0
140,6,S3,2014.0
141,6,S3,2017.0
142,6,S4,2009.0
143,6,S5,2008.0
144,6,S8,2016.0
145,6,SQ5,2014.0
146,6,SQ5,2016.0
147,6,SQ5,2017.0
148,6,SQ7,2017.0
149,6,TT,2008.0
150,6,TT,2008.0
151,6,TT,2009.0
152,6,TT,2014.0
153,6,TT,2016.0
154,6,TT,2017.0
155,6,TT,2017.0
156,6,TT,2018.0
157,6,TT Roadster,2015.0
158,6,TTS,2008.0
159,6,TTS,2016.0
160,6,TTS,2016.0
161,7,Bentayga,2016.0
162,7,Bentayga,2017.0
163,7,Continental,2010.0
164,7,Continental GT,2012.0
165,7,Continental GT,2013.0
166,8,1,2008.0
167,8,1,2008.0
168,8,1,2008.0
169,8,1,2008.0
170,8,1,2008.0
171,8,1,2008.0
172,8,1,2008.0
173,8,1,2009.0
174,8,1,2010.0
175,8,1,2010.0
176,8,1,2011.0
177,8,1,2011.0
178,8,1,2011.0
179,8,1,2011.0
180,8,1,2012.0
181,8,1,2012.0
182,8,1,2012.0
183,8,1,2013.0
184,8,1,2013.0
185,8,1,2013.0
186,8,1,2013.0
187,8,1,2013.0
188,8,1,2015.0
189,8,1,2016.0
190,8,1,2017.0
191,8,1,2017.0
192,8,1,2017.0
193,8,1,2018.0
194,8,2,2014.0
195,8,2,2015.0
196,8,2,2015.0
197,8,2,2015.0
198,8,2,2015.0
199,8,2,2016.0
200,8,2,2016.0
201,8,2,2017.0
202,8,2,2018.0
203,8,2,2018.0
204,8,2,2018.0
205,8,3,2008.0
206,8,3,2008.0
207,8,3,2008.0
208,8,3,2008.0
209,8,3,2009.0
210,8,3,2009.0
211,8,3,2009.0
212,8,3,2009.0
213,8,3,2010.0
214,8,3,2011.0
215,8,3,2011.0
216,8,3,2012.0
217,8,3,2012.0
218,8,3,2012.0
219,8,3,2012.0
220,8,3,2013.0
221,8,3,2014.0
222,8,3,2014.0
223,8,3,2014.0
224,8,3,2015.0
225,8,3,2016.0
226,8,3,2016.0
227,8,3,2017.0
228,8,3,2018.0
229,8,4,2014.0
230,8,4,2016.0
231,8,4,2017.0
232,8,5,2008.0
233,8,5,2008.0
234,8,5,2009.0
235,8,5,2010.0
236,8,5,2010.0
237,8,5,2010.0
238,8,5,2010.0
239,8,5,2011.0
240,8,5,2011.0
241,8,5,2011.0
242,8,5,2011.0
243,8,5,2012.0
244,8,5,2012.0
245,8,5,2012.0
246,8,5,2015.0
247,8,5,2015.0
248,8,5,2016.0
249,8,5,2016.0
250,8,5,2016.0
251,8,5,2016.0
252,8,5,2017.0
253,8,5,2017.0
254,8,5,2017.0
255,8,5,2017.0
256,8,5,2017.0
257,8,5,2018.0
258,8,5,2018.0
259,8,6,2012.0
260,8,6,2012.0
261,8,6,2012.0
262,8,7,2009.0
263,8,7,2009.0
264,8,7,2010.0
265,8,7,2010.0
266,8,7,2011.0
267,8,7,2013.0
268,8,7,2014.0
269,8,7,2016.0
270,8,7,2017.0
271,8,i3,2014.0
272,8,i3,2017.0
273,8,i3,2018.0
274,8,i8,2014.0
275,8,M2,2016.0
276,8,M2,2017.0
277,8,M3,2008.0
278,8,M3,2008.0
279,8,M3,2013.0
280,8,M3,2014.0
281,8,M3,2017.0
282,8,M4,2017.0
283,8,M4,2017.0
284,8,M5,2012.0
285,8,M6,2012.0
286,8,M6,2017.0
287,8,X1,2011.0
288,8,X1,2011.0
289,8,X1,2013.0
290,8,X1,2015.0
291,8,X1,2016.0
292,8,X1,2017.0
293,8,X1,2018.0
294,8,X3,2008.0
295,8,X3,2008.0
296,8,X3,2011.0
297,8,X3,2011.0
298,8,X3,2014.0
299,8,X3,2016.0
300,8,X3,2016.0
301,8,X3,2017.0
302,8,X3,2018.0
303,8,X4,2014.0
304,8,X4,2015.0
305,8,X4,2016.0
306,8,X4,2018.0
307,8,X5,2010.0
308,8,X5,2010.0
309,8,X5,2012.0
310,8,X5,2012.0
311,8,X5,2013.0
312,8,X5,2014.0
313,8,X5,2014.0
314,8,X5,2014.0
315,8,X5,2015.0
316,8,X5,2016.0
317,8,X6,2008.0
318,8,X6,2009.0
319,8,X6,2016.0
320,8,Z4,2009.0
321,8,Z4,2011.0
322,10,Cascada,2016.0
323,10,Enclave,2008.0
324,10,Enclave,2012.0
325,10,Enclave,2016.0
326,10,LaCrosse,2010.0
327,10,LaCrosse,2013.0
328,10,Regal,2011.0
329,10,Verano,2012.0
330,10,Verano,2012.0
331,12,ATS,2012.0
332,12,ATS,2013.0
333,12,ATX,2012.0
334,12,BLS,2008.0
335,12,CTS,2008.0
336,12,CTS,2008.0
337,12,CTS,2010.0
338,12,CTS,2011.0
339,12,CTS,2012.0
340,12,CTS,2013.0
341,12,CTS,2015.0
342,12,CTS,2016.0
343,12,CTS Coupe,2011.0
344,12,CTS-V,2010.0
345,12,CTS-V,2011.0
346,12,CTS-V,2012.0
347,12,CTS-V,2017.0
348,12,Escalade,2009.0
349,12,Escalade,2016.0
350,12,SRX,2010.0
351,12,SRX,2010.0
352,12,XT5,2017.0
353,13,Aveo,2008.0
354,13,Aveo,2011.0
355,13,Camaro,2010.0
356,13,Camaro,2010.0
357,13,Camaro,2010.0
358,13,Camaro,2011.0
359,13,Camaro,2011.0
360,13,Camaro,2012.0
361,13,Camaro,2016.0
362,13,Camaro,2017.0
363,13,Captiva,2008.0
364,13,Cobalt,2008.0
365,13,Cobalt,2009.0
366,13,Corvette,2008.0
367,13,Corvette,2009.0
368,13,Corvette,2010.0
369,13,Corvette,2010.0
370,13,Corvette,2011.0
371,13,Corvette,2012.0
372,13,Corvette,2013.0
373,13,Corvette,2016.0
374,13,Corvette,2017.0
375,13,Cruze,2009.0
376,13,Cruze,2012.0
377,13,Cruze,2012.0
378,13,Equinox,2008.0
379,13,Equinox,2010.0
380,13,HHR,2008.0
381,13,Impala,2013.0
382,13,Lacetti,2008.0
383,13,Malibu,2008.0
384,13,Malibu,2012.0
385,13,Malibu,2016.0
386,13,Orlando,2011.0
387,13,Silverado,2009.0
388,13,Silverado,2016.0
389,13,Sonic,2012.0
390,13,SS,2014.0
391,13,Suburban,2016.0
392,13,Tahoe,2008.0
393,13,Tahoe,2013.0
394,13,Tahoe,2014.0
395,13,Traverse,2009.0
396,13,Volt,2011.0
397,13,Volt,2011.0
398,13,Volt,2012.0
399,14,200,2011.0
400,14,300,2011.0
401,14,Grand Voyager,2008.0
402,14,Grand Voyager,2008.0
403,14,Sebring,2008.0
404,14,Town and Country,2014.0
405,15,Berlingo,2008.0
406,15,Berlingo,2018.0
407,15,C1,2008.0
408,15,C1,2009.0
409,15,C1,2009.0
410,15,C1,2012.0
411,15,C1,2013.0
412,15,C3,2009.0
413,15,C3,2010.0
414,15,C3,2013.0
415,15,C3,2017.0
416,15,C3,2017.0
417,15,C3,2017.0
418,15,C3,2018.0
419,15,C3,2018.0
420,15,C3 Aircross,2018.0
421,15,C3 Aircross,2018.0
422,15,C4,2008.0
423,15,C4,2008.0
424,15,C4,2008.0
425,15,C4,2009.0
426,15,C4,2009.0
427,15,C4,2010.0
428,15,C4,2011.0
429,15,C4,2011.0
430,15,C4,2012.0
431,15,C4,2012.0
432,15,C4,2013.0
433,15,C4,2014.0
434,15,C4,2015.0
435,15,C4,2018.0
436,15,C4,2018.0
437,15,C4 Cactus,2018.0
438,15,C4 Picasso,2017.0
439,15,C5,2008.0
440,15,C5,2008.0
441,15,C5,2008.0
442,15,C5,2008.0
443,15,C5,2009.0
444,15,C5,2010.0
445,15,C5,2011.0
446,15,C6,2008.0
447,15,C6,2008.0
448,15,C-Crosser,2008.0
449,15,C-Zero,2011.0
450,15,DS3,2010.0
451,15,DS4,2011.0
452,15,DS4,2011.0
453,15,DS4,2011.0
454,15,DS5,2012.0
455,17,Duster,2010.0
456,17,Duster,2012.0
457,17,Duster,2014.0
458,17,Duster,2015.0
459,17,Duster,2018.0
460,17,Duster,2018.0
461,17,Lodgy,2013.0
462,17,Logan,2008.0
463,17,Logan,2008.0
464,17,Logan,2009.0
465,17,Sandero,2008.0
466,17,Sandero,2010.0
467,17,Sandero,2013.0
468,17,Sandero,2018.0
469,18,Cuore,2009.0
470,18,Materia,2008.0
471,18,Sirion,2008.0
472,18,Sirion2,2008.0
473,19,Avenger,2008.0
474,19,Caliber,2008.0
475,19,Caliber,2008.0
476,19,Challenger,2008.0
477,19,Challenger,2011.0
478,19,Challenger,2016.0
479,19,Charger,2012.0
480,19,Dart,2012.0
481,19,Journey,2008.0
482,19,Journey,2016.0
483,19,Ram,2009.0
484,19,Ram,2010.0
485,19,Ram,2012.0
486,19,Ram,2013.0
487,19,Viper,2008.0
488,19,Viper,2013.0
489,20,3,2018.0
490,20,3,2018.0
491,20,4,2016.0
492,20,5,2015.0
493,20,5,2018.0
494,21,124,2016.0
495,21,124,2018.0
496,21,500,2008.0
497,21,500,2009.0
498,21,500,2011.0
499,21,500,2011.0
500,21,500,2012.0
501,21,500,2012.0
502,21,500,2015.0
503,21,500 C,2013.0
504,21,500 L,2013.0
505,21,500 L,2013.0
506,21,500L,2018.0
507,21,500X,2015.0
508,21,500X,2018.0
509,21,Bravo,2008.0
510,21,Bravo,2009.0
511,21,Doblo,2011.0
512,21,Grande Punto,2011.0
513,21,Panda,2008.0
514,21,Panda,2012.0
515,21,Panda,2013.0
516,21,Panda,2018.0
517,21,Panda,2018.0
518,21,Punto,2012.0
519,21,Punto Evo,2010.0
520,21,Punto Evo,2010.0
521,21,Punto Evo,2010.0
522,21,Punto Evo,2011.0
523,21,Qubo,2009.0
524,21,Sedici,2008.0
525,21,Sedici,2010.0
526,21,Tipo,2017.0
527,21,Tipo,2018.0
528,22,B-Max,2012.0
529,22,B-Max,2018.0
530,22,C-Max,2011.0
531,22,C-Max,2011.0
532,22,C-Max,2011.0
533,22,C-Max,2012.0
534,22,C-Max,2014.0
535,22,C-Max,2016.0
536,22,EcoSport,2014.0
537,22,EcoSport,2014.0
538,22,Edge,2011.0
539,22,Edge,2016.0
540,22,Escape,2008.0
541,22,Expedition,2008.0
542,22,Explorer,2011.0
543,22,F-150,2009.0
544,22,F-150,2010.0
545,22,F-150,2011.0
546,22,F-150,2013.0
547,22,F-150,2016.0
548,22,F-450,2008.0
549,22,Fiesta,2008.0
550,22,Fiesta,2008.0
551,22,Fiesta,2009.0
552,22,Fiesta,2009.0
553,22,Fiesta,2010.0
554,22,Fiesta,2011.0
555,22,Fiesta,2013.0
556,22,Fiesta,2013.0
557,22,Fiesta,2014.0
558,22,Fiesta,2016.0
559,22,Fiesta,2016.0
560,22,Fiesta,2017.0
561,22,Fiesta,2018.0
562,22,Fiesta,2018.0
563,22,Flex,2009.0
564,22,Focus,2008.0
565,22,Focus,2008.0
566,22,Focus,2008.0
567,22,Focus,2008.0
568,22,Focus,2008.0
569,22,Focus,2009.0
570,22,Focus,2009.0
571,22,Focus,2009.0
572,22,Focus,2010.0
573,22,Focus,2010.0
574,22,Focus,2011.0
575,22,Focus,2011.0
